dataset,model,evaluation,epoch,mAP50,mAP50-95,precision,recall,box_loss,cls_loss,moe_loss,wandb_url
VisDrone,v0.1-N,standard,1,1e-05,0,8e-05,0.00076,5.5262,5.92685,1.34461,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,2,0.02111,0.00796,0.25482,0.06988,4.18914,4.10099,1.00143,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,3,0.0492,0.02142,0.16854,0.13311,2.71117,2.3937,0.99666,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,4,0.06962,0.03246,0.14421,0.13817,2.34865,2.05351,0.99745,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,5,0.07785,0.03721,0.14219,0.14052,2.18056,1.85952,0.99575,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,6,0.11306,0.05466,0.20076,0.16633,2.07969,1.74175,0.99715,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,7,0.12799,0.06161,0.21341,0.18145,1.99893,1.64477,0.99635,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,8,0.12727,0.06565,0.2326,0.19735,1.95576,1.58481,0.9964,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,9,0.14274,0.07439,0.22404,0.21278,1.89956,1.53387,0.99591,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,10,0.14786,0.07508,0.24075,0.21305,1.87334,1.50137,0.9971,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,11,0.16436,0.08418,0.26349,0.22438,1.83705,1.46077,0.99705,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,12,0.17831,0.09206,0.27021,0.24065,1.82479,1.43941,0.99611,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,13,0.17849,0.09361,0.38898,0.22857,1.79528,1.40273,0.9961,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,14,0.18615,0.09677,0.28243,0.23573,1.79412,1.39643,0.9962,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,15,0.18461,0.09458,0.32139,0.23245,1.7719,1.36945,0.99618,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,16,0.2068,0.10883,0.32239,0.2493,1.76135,1.36146,0.99687,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,17,0.20863,0.10883,0.3524,0.2507,1.76832,1.35979,0.99702,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,18,0.20892,0.11169,0.32506,0.25523,1.76034,1.35676,0.99706,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,19,0.2035,0.10848,0.31857,0.25803,1.74562,1.33821,0.99731,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,20,0.22565,0.1214,0.34316,0.26709,1.73316,1.32805,0.99707,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,21,0.22129,0.11959,0.34303,0.27404,1.73833,1.32213,0.99713,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,22,0.23306,0.12671,0.34366,0.28203,1.73178,1.31792,0.9986,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,23,0.2308,0.124,0.34154,0.27568,1.70851,1.29664,0.99751,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,24,0.23983,0.12811,0.37357,0.2737,1.69082,1.27953,0.99789,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,25,0.23177,0.1255,0.34933,0.27704,1.69893,1.28371,0.99903,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,26,0.2398,0.12968,0.35115,0.28327,1.68438,1.27509,0.99762,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,27,0.24559,0.13423,0.36167,0.28456,1.67773,1.26416,0.99878,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,28,0.24594,0.13404,0.36339,0.28696,1.66749,1.25166,0.9983,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,29,0.25059,0.13541,0.36939,0.29596,1.65812,1.23822,0.99919,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,30,0.25513,0.13802,0.37428,0.29131,1.65696,1.23199,0.99839,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,31,0.25222,0.1361,0.36086,0.29371,1.64772,1.22585,0.99906,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,32,0.25412,0.13874,0.36656,0.29867,1.64551,1.22151,0.99891,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,33,0.25594,0.14065,0.3826,0.2943,1.6379,1.21041,0.99855,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,34,0.25871,0.14131,0.36414,0.29616,1.62562,1.2064,0.99901,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,35,0.25533,0.14018,0.37829,0.29799,1.62388,1.19787,0.99947,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,36,0.26738,0.14716,0.39062,0.30256,1.62195,1.19488,0.9993,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,37,0.26504,0.14588,0.40519,0.29372,1.61223,1.18967,0.9994,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,38,0.26549,0.14584,0.38231,0.30541,1.62717,1.18925,0.99904,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,39,0.26963,0.14756,0.39318,0.30596,1.61102,1.18389,0.99937,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,40,0.26795,0.14652,0.39266,0.30398,1.60272,1.17187,0.99971,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,41,0.27241,0.14964,0.38585,0.30756,1.59765,1.16643,0.99918,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,42,0.27577,0.15269,0.37922,0.31266,1.59881,1.16796,0.99964,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,43,0.27533,0.15211,0.3948,0.30511,1.59103,1.16048,0.99905,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,44,0.28048,0.15455,0.39761,0.31198,1.58303,1.15161,0.99999,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,45,0.27983,0.15436,0.40052,0.31272,1.58147,1.14837,0.99965,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,46,0.27875,0.15338,0.39497,0.31469,1.57867,1.14669,0.99939,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,47,0.28313,0.15589,0.4006,0.31475,1.58158,1.14094,0.99945,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,48,0.28073,0.1547,0.39489,0.31289,1.57137,1.13581,0.9998,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,49,0.28432,0.15699,0.4092,0.31426,1.57542,1.13505,0.99992,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,50,0.28805,0.1601,0.40492,0.32387,1.57663,1.1318,1.00005,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,51,0.28536,0.15836,0.3971,0.32265,1.559,1.12731,0.99929,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,52,0.28609,0.15847,0.4083,0.31861,1.56486,1.12404,0.9999,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,53,0.28753,0.15805,0.40689,0.31427,1.55749,1.11979,0.99972,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,54,0.28855,0.16112,0.4035,0.31639,1.54862,1.11106,0.99944,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,55,0.29098,0.16211,0.4128,0.32001,1.55174,1.10963,1.00022,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,56,0.28688,0.15877,0.40618,0.31758,1.55539,1.10908,0.99973,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,57,0.29573,0.16498,0.42508,0.32176,1.54539,1.10201,0.99964,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,58,0.29619,0.16449,0.40728,0.32736,1.5422,1.09946,1.00019,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,59,0.29527,0.16444,0.40586,0.32769,1.53689,1.0958,0.99927,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,60,0.2917,0.16319,0.41236,0.32221,1.53391,1.08794,1.00007,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,61,0.29622,0.16564,0.40097,0.33556,1.53871,1.09172,0.99975,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,62,0.29602,0.16514,0.41231,0.32839,1.5292,1.08694,1.00041,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,63,0.29682,0.16503,0.41827,0.32324,1.53115,1.08407,0.99952,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,64,0.29832,0.16578,0.40705,0.3347,1.52535,1.07961,0.9999,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,65,0.30071,0.16711,0.42577,0.32646,1.52909,1.08094,0.99996,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,66,0.29987,0.16678,0.41693,0.32865,1.51979,1.07681,0.99946,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,67,0.29678,0.16583,0.41835,0.32353,1.5201,1.06656,1.0003,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,68,0.30141,0.16882,0.42409,0.32652,1.5184,1.06883,0.99986,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,69,0.30099,0.1678,0.41809,0.33142,1.50361,1.05628,1.00021,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,70,0.30357,0.16926,0.41208,0.33237,1.51288,1.06841,1.00007,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,71,0.30315,0.16838,0.42341,0.33235,1.51516,1.064,0.99979,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,72,0.30273,0.16804,0.42465,0.32793,1.5062,1.05982,0.99997,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,73,0.30352,0.16893,0.41419,0.33346,1.50991,1.05486,0.99969,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,74,0.30656,0.17083,0.43291,0.3299,1.50372,1.05639,0.99953,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,75,0.30506,0.17031,0.43394,0.32507,1.50499,1.05146,1.00058,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,76,0.30548,0.17043,0.42279,0.3323,1.49848,1.04514,0.99932,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,77,0.30634,0.17158,0.42998,0.33186,1.49108,1.0391,1.00022,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,78,0.3071,0.17092,0.42988,0.3311,1.48963,1.03743,1.00036,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,79,0.30765,0.17161,0.42704,0.33249,1.49691,1.03904,0.99953,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,80,0.30713,0.17157,0.43026,0.32943,1.49203,1.0345,0.99995,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,81,0.30881,0.17249,0.4291,0.33265,1.49397,1.03462,1,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,82,0.31004,0.17407,0.41937,0.33958,1.49053,1.03091,0.99982,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,83,0.30976,0.17329,0.43112,0.33426,1.48995,1.02867,1.00049,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,84,0.31095,0.17404,0.43166,0.33638,1.4871,1.02732,0.99993,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,85,0.30917,0.17358,0.42967,0.33146,1.48091,1.02224,0.99972,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,86,0.30869,0.17294,0.42677,0.33266,1.47615,1.0188,0.99955,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,87,0.30878,0.17348,0.42929,0.32894,1.47381,1.01606,1.00025,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,88,0.31118,0.17468,0.43052,0.33626,1.47767,1.01563,0.99975,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,89,0.31033,0.1743,0.42662,0.33617,1.4723,1.01482,1.00042,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,90,0.30997,0.1745,0.42187,0.33745,1.47464,1.01324,0.99931,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,91,0.30847,0.1729,0.42836,0.33504,1.4221,0.98064,1.00048,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,92,0.30684,0.17214,0.43018,0.32938,1.40842,0.96542,0.99975,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,93,0.30698,0.17207,0.42916,0.32917,1.40042,0.95579,1.00046,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,94,0.30638,0.17177,0.43201,0.33216,1.40164,0.9554,0.99987,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,95,0.30686,0.17165,0.43116,0.33134,1.39256,0.94675,0.99985,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,96,0.30752,0.17196,0.43127,0.33326,1.39529,0.94724,1.00021,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,97,0.30717,0.17203,0.43509,0.33023,1.39107,0.9422,0.99973,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,98,0.30694,0.17228,0.43673,0.32808,1.38962,0.94093,1.00008,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,99,0.30698,0.17227,0.43237,0.33004,1.3882,0.93768,1.00027,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,v0.1-N,standard,100,0.30722,0.17201,0.43234,0.33095,1.38442,0.93485,0.99953,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,1,0,0,1e-05,0.0004,5.50747,5.91978,1.39553,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,2,0.00671,0.00192,0.52124,0.0217,4.80493,4.89169,1.00008,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,3,0.02933,0.0112,0.04328,0.09686,2.92077,2.6119,0.99591,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,4,0.06288,0.02945,0.19829,0.13256,2.40806,2.13263,0.99823,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,5,0.07835,0.03613,0.20601,0.13328,2.18473,1.87201,0.96675,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,6,0.11241,0.05364,0.22816,0.16647,2.06212,1.72777,0.99674,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,7,0.13607,0.06696,0.33819,0.18934,1.97657,1.62282,0.99888,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,8,0.12626,0.06542,0.21972,0.19521,1.93254,1.56099,0.99978,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,9,0.15147,0.07686,0.23989,0.22542,1.87296,1.50535,0.99981,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,10,0.14432,0.0756,0.23839,0.20478,1.84819,1.46642,0.99975,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,11,0.16929,0.08766,0.27068,0.22139,1.81745,1.43511,0.99985,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,12,0.17934,0.09468,0.27973,0.2375,1.81362,1.4216,0.99974,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,13,0.18949,0.09906,0.40273,0.23557,1.79566,1.39491,1.00026,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,14,0.19723,0.10322,0.30341,0.25115,1.79917,1.39329,0.99967,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,15,0.20319,0.10603,0.31626,0.25241,1.77613,1.36669,0.9999,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,16,0.20891,0.11134,0.3187,0.2544,1.75258,1.34982,1.00009,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,17,0.21845,0.11558,0.3769,0.24881,1.74705,1.33652,0.99988,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,18,0.21208,0.11395,0.33915,0.26117,1.73468,1.32715,1.00003,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,19,0.20894,0.11175,0.3326,0.25633,1.717,1.30349,0.99987,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,20,0.23073,0.1246,0.35298,0.27241,1.70545,1.29237,1.0002,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,21,0.23153,0.126,0.37898,0.26981,1.71054,1.28742,0.99989,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,22,0.23341,0.12778,0.35337,0.27989,1.70358,1.28145,0.99975,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,23,0.23222,0.1261,0.33988,0.281,1.68367,1.26122,1.0003,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,24,0.24645,0.13373,0.38677,0.27537,1.66405,1.24611,0.99995,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,25,0.24057,0.13035,0.35618,0.28358,1.67412,1.25045,1.00001,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,26,0.24195,0.13099,0.35731,0.2874,1.65771,1.24349,0.99982,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,27,0.24367,0.13045,0.35773,0.28867,1.65058,1.23348,1.00032,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,28,0.24676,0.13448,0.36835,0.28748,1.64469,1.21893,0.99987,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,29,0.25774,0.14126,0.3828,0.29863,1.62991,1.21109,0.99969,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,30,0.26029,0.14153,0.37815,0.30155,1.63541,1.20559,1.00013,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,31,0.26023,0.14284,0.38464,0.2964,1.62564,1.19925,1.00014,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,32,0.26126,0.14331,0.37091,0.29782,1.62425,1.19512,0.99984,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,33,0.2621,0.14346,0.38027,0.29567,1.61682,1.18646,0.99991,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
VisDrone,EsMoE-N,dense,34,0.25975,0.14392,0.36624,0.29659,1.60633,1.18226,1.00009,https://wandb.ai/lwb060819-guangdong-university-of-technology/yolo-master-reproduce-rtx5070
